,company,index,company_size,company_year_founded,company_type,company_industry,company_revenue,company_review,company_interview_difficulty,company_benefits,company_location
1974,iSpace,1974,51 to 200 Employees,2000,Company - Private,IT Services,$5 to $10 million (USD),, 2.8,2.5,"El Segundo, CA"
1975,MapQuest,1975,51 to 200 Employees,1996,Subsidiary or Business Segment,Internet,$10 to $25 million (USD),, 2.9,3.8,"Denver, CO"
1976,Utopus Insights,1976,51 to 200 Employees,2017,Company - Private,Energy,Unknown / Non-Applicable,, 3.8,,"Valhalla, NY"
1977,Memorial Health System (IL),1977,1001 to 5000 Employees,1897,Hospital,Health Care Services & Hospitals,$50 to $100 million (USD),, 2.9,3.7,"Springfield, IL"
1978,Software Genius,1978,,,,,,,,,
1979,BuzzFeed,1979,1001 to 5000 Employees,2006,Company - Private,Publishing,$100 to $500 million (USD),, 2.7,3.7,"New York, NY"
1980,Roofstock,1980,51 to 200 Employees,2015,Company - Private,Real Estate,$10 to $25 million (USD),, 2.8,4.6,"Oakland, CA"
1981,Metrix Health,1981,,,,,,,,,
1982,Corning,1982,10000+ Employees,1851,Company - Public,Electrical & Electronic Manufacturing,$10+ billion (USD),, 2.9,3.9,"Corning, NY"
1983,Techni Pros,1983,1 to 50 Employees,null,Company - Private,IT Services,Less than $1 million (USD),, 3.0,5.0,"Middletown, DE"
1984,Futurewei Technologies,1984,1001 to 5000 Employees,2001,Company - Private,Telecommunications Manufacturing,$100 to $500 million (USD),, 2.9,3.5,"Santa Clara, CA"
1985,Meredith Corporation,1985,5001 to 10000 Employees,1902,Company - Public,Publishing,$2 to $5 billion (USD),, 2.7,3.7,"Des Moines, IA"
1986,Klaviyo,1986,201 to 500 Employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 2.8,3.4,"Boston, MA"
1987,Wiser (California),1987,,,,,,,,,
1988,Iron Horse Interactive,1988,1 to 50 Employees,null,Company - Private,Video Games,Less than $1 million (USD),, 2.0,,"San Ramon, CA"
1989,Sikorsky,1989,,,,,,,,,
1990,Leap Motion,1990,,,,,,,,,
1991,Jimmy John's,1991,1001 to 5000 Employees,1983,Company - Private,Fast-Food & Quick-Service Restaurants,Less than $1 million (USD),, 1.5,2.3,"Champaign, IL"
1992,Arizona State University,1992,5001 to 10000 Employees,1885,College / University,Colleges & Universities,$1 to $2 billion (USD),, 2.4,3.9,"Tempe, AZ"
1993,NAUTO,1993,51 to 200 Employees,2015,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 2.7,4.5,"Palo Alto, CA"
1994,Attain,1994,501 to 1000 Employees,2009,Company - Private,Consulting,$100 to $500 million (USD),, 2.5,3.6,"Mc Lean, VA"
1995,Sharethrough,1995,51 to 200 Employees,2008,Company - Private,Internet,$50 to $100 million (USD),, 2.8,4.7,"San Francisco, CA"
1996,Sprinklr,1996,1001 to 5000 Employees,2009,Company - Private,,Unknown / Non-Applicable,, 2.9,3.8,"New York, NY"
1997,TSI Incorporated,1997,501 to 1000 Employees,1960,Company - Private,Electrical & Electronic Manufacturing,$100 to $500 million (USD),, 2.6,3.5,"Shoreview, MN"
1998,Citrix,1998,5001 to 10000 Employees,1989,Company - Public,Computer Hardware & Software,$2 to $5 billion (USD),, 3.0,4.1,"Fort Lauderdale, FL"
1999,Turnberry Solutions,1999,501 to 1000 Employees,2001,Company - Private,IT Services,Unknown / Non-Applicable,, 2.0,4.3,"Blue Bell, PA"
2000,Finastra,2000,10000+ Employees,2017,Company - Private,Financial Transaction Processing,$2 to $5 billion (USD),, 2.7,3.6,"London, United Kingdom"
2001,Watters Designs,2001,1 to 50 Employees,null,Company - Private,Food & Beverage Manufacturing,$5 to $10 million (USD),, 4.3,3.0,"Dallas, TX"
2002,Guess?,2002,10000+ Employees,1981,Company - Public,"Department, Clothing, & Shoe Stores",$2 to $5 billion (USD),, 2.2,3.4,"Los Angeles, CA"
2003,Columbus Nova,2003,,,,,,, 2.8,3.7,
2004,SD,2004,Unknown,null,Unknown,,Less than $1 million (USD),, 2.2,4.5,"Kulmbach, Germany"
2005,"Compete, Inc",2005,51 to 200 Employees,2000,Subsidiary or Business Segment,Advertising & Marketing,$10 to $25 million (USD),, 3.1,3.9,"Boston, MA"
2006,Chef'd,2006,201 to 500 Employees,2014,Company - Private,Food & Beverage Manufacturing,Unknown / Non-Applicable,, 2.3,4.8,"El Segundo, CA"
2007,Cowen,2007,501 to 1000 Employees,1918,Company - Public,Investment Banking & Asset Management,$100 to $500 million (USD),, 2.9,4.1,"New York, NY"
2008,iSite Technologies,2008,1 to 50 Employees,null,Company - Private,"Health, Beauty, & Fitness",$1 to $5 million (USD),,,,"East Windsor, NJ"
2009,Global Touchpoints,2009,1 to 50 Employees,2004,Company - Private,IT Services,$5 to $10 million (USD),, 2.2,2.8,"Roseville, CA"
2010,Iterate Labs,2010,1 to 50 Employees,null,Unknown,,Less than $1 million (USD),,,3.5,"Boston, MA"
2011,SapientNitro,2011,,,,,,,,,
2012,LiveRamp,2012,1001 to 5000 Employees,2005,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),, 3.0,4.6,"San Francisco, CA"
2013,Infinity Infotech,2013,51 to 200 Employees,null,Company - Private,,Less than $1 million (USD),,,,"Boston, MA"
2014,OrderUp,2014,51 to 200 Employees,2009,Company - Private,Internet,Unknown / Non-Applicable,, 2.1,2.1,"Baltimore, MD"
2015,U.S. Department of State,2015,10000+ Employees,1789,Government,Federal Agencies,Unknown / Non-Applicable,, 2.9,4.1,"Washington, DC"
2016,Marlabs,2016,1001 to 5000 Employees,1996,Company - Private,IT Services,$100 to $500 million (USD),, 2.4,3.7,"Piscataway, NJ"
2017,"Premier, Inc.",2017,1001 to 5000 Employees,1967,Company - Public,Health Care Services & Hospitals,$1 to $2 billion (USD),, 2.7,4.0,"Charlotte, NC"
2018,Vyzer,2018,1 to 50 Employees,null,Company - Private,IT Services,Less than $1 million (USD),, 4.0,5.0,"Richardson, TX"
2019,LenddoEFL,2019,51 to 200 Employees,null,Company - Private,Financial Analytics & Research,Unknown / Non-Applicable,, 3.2,0.0,"Singapore, Singapore"
2020,Columbia University,2020,10000+ Employees,1938,College / University,Colleges & Universities,$2 to $5 billion (USD),, 2.5,4.0,"New York, NY"
2021,Syntelli Solutions,2021,51 to 200 Employees,2005,Company - Private,IT Services,$5 to $10 million (USD),, 2.6,2.5,"Charlotte, NC"
2022,Newsday,2022,501 to 1000 Employees,1970,Subsidiary or Business Segment,Publishing,$100 to $500 million (USD),, 2.8,2.7,"Melville, NY"
2023,Atrium Health,2023,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,$2 to $5 billion (USD),, 2.7,2.9,"Charlotte, NC"
2024,The United States Pharmacopeia,2024,1001 to 5000 Employees,1820,Nonprofit Organization,Biotech & Pharmaceuticals,$100 to $500 million (USD),, 2.8,4.5,"Rockville, MD"
2025,Certilytics,2025,,,,,,,,,
2026,Reorg,2026,51 to 200 Employees,2012,Company - Private,Financial Analytics & Research,Unknown / Non-Applicable,, 3.4,3.3,"New York, NY"
2027,Office of Financial Research,2027,201 to 500 Employees,null,Government,,Less than $1 million (USD),, 2.5,5.0,"Washington, DC"
2028,Chicago Transit Authority,2028,10000+ Employees,1947,Government,Bus Transportation Services,$500 million to $1 billion (USD),, 2.8,3.5,"Chicago, IL"
2029,PapGene,2029,,,,,,,,,
2030,Universal American,2030,501 to 1000 Employees,null,Company - Public,Insurance Carriers,$1 to $2 billion (USD),, 2.4,3.0,"Port Chester, NY"
2031,Core Digital Media,2031,51 to 200 Employees,1999,Company - Private,Internet,$50 to $100 million (USD),, 2.5,4.4,"Playa Vista, CA"
2032,National General Insurance,2032,5001 to 10000 Employees,1939,Company - Public,Insurance Carriers,$2 to $5 billion (USD),, 2.6,3.1,"New York, NY"
2033,University of Maryland,2033,10000+ Employees,1856,College / University,Colleges & Universities,$2 to $5 billion (USD),, 2.5,4.0,"Adelphi, MD"
2034,POPSUGAR,2034,201 to 500 Employees,2006,Company - Private,Publishing,$100 to $500 million (USD),, 2.8,4.3,"San Francisco, CA"
2035,KeyW,2035,1001 to 5000 Employees,2008,Company - Public,Aerospace & Defense,$100 to $500 million (USD),, 2.8,4.3,"Hanover, MD"
2036,Transamerica,2036,5001 to 10000 Employees,1904,Subsidiary or Business Segment,Insurance Carriers,$10+ billion (USD),, 2.4,3.4,"Baltimore, MD"
2037,Celgene,2037,5001 to 10000 Employees,1986,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),, 2.8,4.3,"Summit, NJ"
2038,RelationalAI,2038,,,,,,,,,
2039,Prescribe Wellness,2039,51 to 200 Employees,2010,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,, 2.7,3.8,"Irvine, CA"
2040,National Bureau of Economic Research,2040,51 to 200 Employees,1920,Nonprofit Organization,Social Assistance,$25 to $50 million (USD),, 1.7,4.5,"Cambridge, MA"
2041,Kaiser Tech,2041,,,,,,,,,
2042,Tachyus,2042,1 to 50 Employees,2014,Company - Private,Oil & Gas Services,Unknown / Non-Applicable,, 2.8,5.0,"Berkeley, CA"
2043,Ad-Juster,2043,1 to 50 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.7,5.0,"San Diego, CA"
2044,Revelio Labs,2044,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),,,,"New York, NY"
2045,Rx Savings Solutions,2045,51 to 200 Employees,2008,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),, 1.8,4.7,"Overland Park, KS"
2046,Meetup,2046,51 to 200 Employees,2002,Company - Private,Internet,$25 to $50 million (USD),, 2.9,4.3,"New York, NY"
2047,Qumulo,2047,51 to 200 Employees,2012,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),, 3.0,3.8,"Seattle, WA"
2048,OOCL,2048,501 to 1000 Employees,1927,Subsidiary or Business Segment,Transportation Management,$100 to $500 million (USD),, 2.6,,"San Ramon, CA"
2049,Lender Processing Services,2049,5001 to 10000 Employees,null,Company - Private,Computer Hardware & Software,$2 to $5 billion (USD),, 2.6,3.3,"Jacksonville, FL"
2050,ViZZ,2050,,,,,,,,,
2051,SumTotal,2051,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Computer Hardware & Software,$50 to $100 million (USD),, 3.0,3.8,"Gainesville, FL"
2052,Pegasus Knowledge Solutions,2052,201 to 500 Employees,null,Company - Private,Accounting,$1 to $5 million (USD),, 3.0,5.0,"Schaumburg, IL"
2053,AudaExplore - a Solera Company,2053,201 to 500 Employees,1987,Company - Private,IT Services,$25 to $50 million (USD),, 2.4,3.0,"Theale, United Kingdom"
2054,Lawfty,2054,,,,,,,,,
2055,HotelTonight,2055,201 to 500 Employees,2010,Company - Private,"Hotels, Motels, & Resorts",Unknown / Non-Applicable,, 2.9,4.4,"San Francisco, CA"
2056,IBM GBS,2056,10000+ Employees,1911,Company - Public,IT Services,$10+ billion (USD),, 2.8,3.6,"Armonk, NY"
2057,Photon Infotech,2057,1001 to 5000 Employees,1999,Company - Private,IT Services,$100 to $500 million (USD),, 2.8,2.6,"Chennai, India"
2058,Technica,2058,201 to 500 Employees,1991,Company - Private,IT Services,$100 to $500 million (USD),, 3.2,3.6,"Sterling, VA"
2059,Earnest,2059,51 to 200 Employees,2013,Subsidiary or Business Segment,Lending,Unknown / Non-Applicable,, 2.8,3.5,"San Francisco, CA"
2060,Trooly,2060,,,,,,, 2.0,5.0,
2061,Management Science Associates,2061,501 to 1000 Employees,1963,Company - Private,Consulting,$100 to $500 million (USD),, 2.5,1.9,"Pittsburgh, PA"
2062,OwnerIQ,2062,51 to 200 Employees,2007,Company - Private,Advertising & Marketing,$50 to $100 million (USD),, 2.6,3.6,"Boston, MA"
2063,TD,2063,10000+ Employees,1855,Company - Public,Banks & Credit Unions,$10+ billion (USD),, 2.7,3.9,"Toronto, Canada"
2064,APS Technology,2064,,,,,,,,4.5,
2065,Aon,2065,10000+ Employees,1892,Company - Public,Insurance Agencies & Brokerages,$10+ billion (USD),, 2.8,3.7,"London, United Kingdom"
2066,Consumers Energy,2066,5001 to 10000 Employees,1910,Subsidiary or Business Segment,Energy,$5 to $10 billion (USD),, 2.9,3.9,"Jackson, MI"
2067,North Carolina State University,2067,1001 to 5000 Employees,1887,College / University,Colleges & Universities,$500 million to $1 billion (USD),, 2.5,3.7,"Raleigh, NC"
2068,Perfect Smile Braces,2068,1 to 50 Employees,2012,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,,,,"Bronx, NY"
2069,Ensign Services,2069,10000+ Employees,1999,Company - Public,Health Care Services & Hospitals,$2 to $5 billion (USD),, 2.6,2.8,"San Juan Capistrano, CA"
2070,Indiana Automotive Fasteners,2070,201 to 500 Employees,1996,Company - Private,Transportation Equipment Manufacturing,$100 to $500 million (USD),, 3.0,3.7,"Greenfield, IN"
2071,Scrapworks,2071,,,,,,,,,
2072,ZipRecruiter,2072,1001 to 5000 Employees,2010,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,, 2.8,4.6,"Santa Monica, CA"
2073,Triller,2073,,,,,,,,,
2074,Pew Research Center,2074,51 to 200 Employees,2005,Nonprofit Organization,Internet,$25 to $50 million (USD),, 2.7,4.4,"Washington, DC"
2075,Metal Toad,2075,1 to 50 Employees,2003,Company - Private,Consulting,$5 to $10 million (USD),, 2.0,4.2,"Portland, OR"
2076,Smarking,2076,1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 3.4,5.0,"San Francisco, CA"
2077,RJMetrics,2077,,,,,,,,,
2078,Axle Informatics,2078,1 to 50 Employees,2004,Company - Private,Computer Hardware & Software,Less than $1 million (USD),, 2.3,2.6,"Rockville, MD"
2079,SambaSafety,2079,201 to 500 Employees,1998,Company - Private,Enterprise Software & Network Solutions,$50 to $100 million (USD),, 2.2,3.9,"Denver, CO"
2080,Sweeten,2080,1 to 50 Employees,2011,Company - Private,Internet,Less than $1 million (USD),, 2.8,,"New York, NY"
2081,High Alpha,2081,,,,,,,,,
2082,Journal Register,2082,,,,,,,,,
2083,Taylor Corporation,2083,10000+ Employees,1974,Company - Private,Commercial Printing,$2 to $5 billion (USD),, 2.2,3.0,"North Mankato, MN"
2084,Fullscreen,2084,201 to 500 Employees,2011,Company - Private,Advertising & Marketing,$100 to $500 million (USD),, 2.5,3.9,"Playa Vista, CA"
2085,Impact Analytics,2085,201 to 500 Employees,2015,Company - Private,Consulting,Unknown / Non-Applicable,, 3.0,0.0,"Linthicum, MD"
2086,XO Group,2086,501 to 1000 Employees,1996,Company - Public,Internet,$100 to $500 million (USD),, 2.8,3.3,"New York, NY"
2087,Mizuho Financial Group,2087,10000+ Employees,2002,Company - Public,Investment Banking & Asset Management,Unknown / Non-Applicable,, 2.9,4.2,"Tokyo, Japan"
2088,TriAd Media Solutions,2088,1 to 50 Employees,2007,Company - Private,Advertising & Marketing,$1 to $5 million (USD),, 2.0,3.8,"Hoboken, NJ"
2089,Enodo (IL),2089,1 to 50 Employees,2016,Company - Private,Real Estate,Unknown / Non-Applicable,, 2.4,5.0,"Chicago, IL"
2090,DCS Corp,2090,1001 to 5000 Employees,1977,Company - Private,Research & Development,$100 to $500 million (USD),, 2.1,3.8,"Alexandria, VA"
2091,Donlen,2091,51 to 200 Employees,1965,Subsidiary or Business Segment,Transportation Management,$500 million to $1 billion (USD),, 3.0,3.7,"Northbrook, IL"
2092,Scout Energy,2092,,,,,,,,,
2093,Various,2093,1 to 50 Employees,null,Company - Private,Internet,Less than $1 million (USD),, 2.8,3.7,"Sunnyvale, CA"
2094,Rocket Software,2094,1001 to 5000 Employees,1990,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.2,4.5,"Waltham, MA"
2095,Catapult Systems,2095,201 to 500 Employees,1993,Company - Private,IT Services,$50 to $100 million (USD),, 3.1,3.5,"Austin, TX"
2096,ByteCubed,2096,51 to 200 Employees,2011,Company - Private,IT Services,Unknown / Non-Applicable,, 3.1,4.1,"Arlington, VA"
2097,University of Washington,2097,10000+ Employees,1861,College / University,Colleges & Universities,$2 to $5 billion (USD),, 2.5,4.1,"Seattle, WA"
2098,DreamHost,2098,51 to 200 Employees,1997,Company - Private,Internet,Unknown / Non-Applicable,, 1.8,4.6,"Los Angeles, CA"
2099,Compuware,2099,501 to 1000 Employees,1973,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.8,3.9,"Detroit, MI"
2100,Cengage,2100,1001 to 5000 Employees,2007,Company - Private,Publishing,$1 to $2 billion (USD),, 2.8,3.8,"Boston, MA"
2101,Novartis Gene Therapies,2101,1001 to 5000 Employees,null,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD),, 2.8,4.2,"Bannockburn, IL"
2102,Cincinnati Children's Hospital,2102,10000+ Employees,1883,Nonprofit Organization,Health Care Services & Hospitals,$2 to $5 billion (USD),, 2.8,4.0,"Cincinnati, OH"
2103,Cleco,2103,1001 to 5000 Employees,1935,Company - Private,Utilities,$1 to $2 billion (USD),, 3.0,4.3,"Pineville, LA"
2104,ARRIS,2104,,,,,,,,,
2105,TAPS,2105,,,,,,,,,
2106,Genuine Parts Company,2106,10000+ Employees,1928,Company - Public,Logistics & Supply Chain,$10+ billion (USD),, 2.7,3.4,"Atlanta, GA"
2107,C2 Labs,2107,,,,,,,,,
2108,DM Analytics (TX),2108,,,,,,,,,
2109,Base CRM,2109,51 to 200 Employees,2009,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 2.9,4.2,"San Francisco, CA"
2110,Anonymous Content,2110,51 to 200 Employees,1999,Company - Private,Motion Picture Production & Distribution,$10 to $25 million (USD),, 2.7,3.4,"Culver City, CA"
2111,ThirdLove,2111,51 to 200 Employees,2013,Company - Private,Other Retail Stores,$100 to $500 million (USD),, 2.7,3.6,"San Francisco, CA"
2112,edo Interactive,2112,,,,,,, 2.8,3.7,
2113,Binaryparlour,2113,,,,,,,,,
2114,Tech Mahindra,2114,10000+ Employees,1986,Company - Public,IT Services,$2 to $5 billion (USD),, 2.8,2.9,"Pune, India"
2115,The Marketing Store,2115,501 to 1000 Employees,1986,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,, 3.0,4.4,"Chicago, IL"
2116,A&V Formwork,2116,,,,,,,,,
2117,Karius,2117,51 to 200 Employees,2014,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,, 3.0,5.0,"Redwood City, CA"
2118,Computech,2118,201 to 500 Employees,null,Company - Private,Computer Hardware & Software,$25 to $50 million (USD),, 1.0,1.8,"Detroit, MI"
2119,Grant Thornton,2119,5001 to 10000 Employees,1924,Company - Private,Accounting,$1 to $2 billion (USD),, 2.7,3.8,"Chicago, IL"
2120,Syneos Health ,2120,10000+ Employees,null,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,, 2.7,3.3,"Raleigh, NC"
2121,Modis,2121,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,$500 million to $1 billion (USD),, 2.4,3.1,"Zürich, Switzerland"
2122,Logic20/20,2122,201 to 500 Employees,2005,Company - Private,Consulting,$25 to $50 million (USD),, 2.5,3.6,"Seattle, WA"
2123,SOLTECH,2123,51 to 200 Employees,1998,Company - Private,IT Services,$10 to $25 million (USD),, 2.4,3.0,"Atlanta, GA"
2124,DNV GL,2124,10000+ Employees,1864,Company - Private,Energy,$2 to $5 billion (USD),, 2.8,4.0,"Høvik, Norway"
2125,Verinon Tech,2125,51 to 200 Employees,2003,Company - Private,Consulting,$10 to $25 million (USD),, 3.3,4.0,"Arlington Heights, IL"
2126,Spectrum Health Systems,2126,1001 to 5000 Employees,1969,Nonprofit Organization,Health Care Services & Hospitals,$50 to $100 million (USD),, 2.0,3.0,"Worcester, MA"
2127,Verato,2127,51 to 200 Employees,2013,Company - Public,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 3.5,,"Mc Lean, VA"
2128,Corcoran Group,2128,1001 to 5000 Employees,1973,Subsidiary or Business Segment,Real Estate,Unknown / Non-Applicable,, 2.1,2.5,"New York, NY"
2129,CUNA Mutual,2129,1001 to 5000 Employees,1935,Company - Private,Insurance Carriers,Unknown / Non-Applicable,, 2.7,4.0,"Madison, WI"
2130,North Dakota State University,2130,1001 to 5000 Employees,1890,College / University,Colleges & Universities,$25 to $50 million (USD),, 2.7,3.7,"Fargo, ND"
2131,Children's Mercy Hospitals and Clinics,2131,5001 to 10000 Employees,1897,Hospital,Health Care Services & Hospitals,Unknown / Non-Applicable,, 2.8,4.1,"Kansas City, MO"
